id,lot_frontage,lot_area,overall_qual,year_built,exter_qual,bsmt_qual,bsmt_exposure,total_bsmt_sf,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_area,saleprice,neighborhood_stonebr,neighborhood_nridght,neighborhood_noridge,bsmt_fin_glq,garage_builtin,garage_attchd,foundation_pconc,house_1story,house_2story,masvnr_stone,masvnr_brkface
524,85.0,11003,10,2008,5,5,3,1017.0,5,2007,2,5,10,1,812.0,310000,0,0,0,1,0,1,1,0,1,1,0
1767,83.0,10790,7,1998,4,4,1,1066.0,5,2385,2,4,8,1,600.0,252000,0,0,1,0,1,0,1,0,1,0,1
2206,53.0,7128,7,1941,3,3,1,918.0,4,1646,2,3,7,2,240.0,164000,0,0,0,0,0,0,0,0,0,0,0
1740,64.0,7713,7,2007,4,4,1,728.0,5,1456,2,4,7,0,400.0,177594,0,0,0,0,0,1,1,0,1,1,0
199,52.0,6240,5,1936,3,3,1,528.0,4,1040,1,3,5,0,624.0,123900,0,0,0,0,0,0,0,0,0,0,0
2214,86.0,22420,6,1918,3,4,1,1370.0,3,2624,2,3,10,1,864.0,239000,0,0,0,0,0,0,0,0,1,0,0
323,85.0,15300,5,1965,3,3,1,1068.0,3,1264,1,3,7,1,528.0,169000,0,0,0,0,0,1,0,1,0,0,0
2421,69.05520046484602,3196,7,2003,4,4,4,1374.0,5,1557,2,4,7,1,420.0,234000,0,0,0,0,0,1,1,1,0,0,1
952,72.0,9360,6,1977,3,4,3,957.0,3,1287,1,3,5,2,541.0,173000,0,0,0,1,0,1,0,0,0,0,0
24,69.05520046484602,11241,6,1970,3,3,1,1004.0,5,1004,1,3,5,1,480.0,149000,0,0,0,0,0,1,0,1,0,0,1
1139,81.0,9260,7,2007,4,4,2,1162.0,5,1162,2,4,6,0,483.0,170000,0,0,0,0,0,1,1,1,0,0,0
518,90.0,7993,7,2008,4,5,1,1436.0,5,1436,2,4,6,0,529.0,225000,0,0,0,0,0,1,1,1,0,0,0
1390,94.0,9239,5,1963,3,3,1,960.0,5,960,1,4,6,0,300.0,144900,0,0,0,1,0,1,0,1,0,0,0
277,60.0,10044,5,1968,3,4,4,1196.0,3,1196,1,3,6,0,336.0,144000,0,0,0,0,0,1,0,1,0,0,0
54,43.0,3182,8,2004,4,4,1,1256.0,5,1269,2,4,6,1,430.0,192000,0,0,0,1,0,1,1,1,0,0,1
649,60.0,7626,5,1952,4,3,1,1031.0,4,1031,1,4,5,0,230.0,145500,0,0,0,1,0,1,0,1,0,0,0
2600,60.0,7008,4,1900,3,2,1,448.0,5,720,1,2,5,0,280.0,86900,0,0,0,0,0,1,0,0,0,0,0
617,128.0,12160,6,1953,3,3,1,1505.0,5,1505,1,3,6,1,505.0,149500,0,0,0,0,0,1,0,1,0,0,1
2209,50.0,6305,5,1938,3,2,1,920.0,5,954,1,2,5,1,240.0,119750,0,0,0,0,0,0,1,1,0,0,0
2814,68.0,8846,6,2005,3,4,1,750.0,5,1500,2,4,6,0,564.0,173900,0,0,0,0,0,1,1,0,1,0,0
2542,69.05520046484602,10659,5,1961,3,3,1,1050.0,3,1050,1,3,6,0,368.0,136500,0,0,0,0,0,1,0,1,0,0,0
2323,68.0,13108,8,1994,4,4,1,2062.0,5,2687,2,4,9,0,618.0,270000,1,0,0,0,0,1,1,0,1,0,0
1393,69.05520046484602,13500,6,1960,3,4,4,1602.0,4,1252,1,3,4,1,564.0,235000,0,0,0,0,0,1,0,1,0,0,0
490,62.0,7750,7,1999,3,4,1,384.0,5,1430,2,3,7,1,400.0,156000,0,0,0,0,1,0,1,0,0,0,0
542,60.0,12450,5,2003,3,4,1,1114.0,5,1114,2,4,6,0,576.0,153000,0,0,0,1,0,0,1,1,0,0,0
973,69.05520046484602,4500,6,1999,3,5,1,1224.0,5,1224,2,3,5,0,402.0,165000,0,0,0,1,0,1,1,1,0,0,1
1012,77.0,11198,9,2005,4,4,1,1122.0,5,2504,2,5,11,1,656.0,325000,1,0,0,0,1,0,1,0,1,0,1
2218,79.0,6221,5,1941,3,3,1,728.0,5,1355,2,3,5,0,528.0,140000,0,0,0,0,0,0,0,0,0,0,0
2033,120.0,13200,6,1963,3,3,1,741.0,2,2294,3,3,9,1,658.0,202500,0,0,0,0,0,1,0,0,0,0,1
1071,65.0,8769,9,2008,5,5,1,1702.0,5,1702,1,5,7,1,1052.0,367294,0,1,0,1,0,1,1,1,0,0,1
1583,85.0,10200,6,1988,4,4,3,1461.0,5,1509,2,4,5,1,600.0,175000,0,0,0,1,0,1,0,0,0,0,1
2858,60.0,9550,7,1915,3,3,1,756.0,4,1717,1,4,7,1,642.0,140000,0,0,0,0,0,0,0,0,1,0,0
2265,42.0,10331,7,1985,3,4,1,1265.0,4,1240,2,4,6,0,528.0,174000,0,0,0,0,0,1,0,1,0,0,0
1088,59.0,9587,7,2005,4,4,4,856.0,5,1166,2,4,5,0,400.0,190000,0,0,0,1,0,1,1,0,0,1,0
698,90.0,9900,5,1910,4,3,1,504.0,5,1464,2,3,7,0,0.0,129000,0,0,0,0,0,0,0,0,1,0,0
1896,69.05520046484602,22002,6,1959,3,3,2,1592.0,4,1652,1,4,6,1,510.0,200000,0,0,0,0,0,1,0,1,0,0,1
628,100.0,13000,6,1968,3,4,1,896.0,3,2142,2,4,8,1,509.0,193500,0,0,0,0,0,1,0,0,1,0,1
1212,75.0,8250,6,1964,3,4,1,1092.0,5,1092,1,3,6,0,504.0,145000,0,0,0,0,0,1,0,1,0,1,0
2864,81.0,8170,7,1929,4,3,1,1022.0,5,1671,2,3,7,1,451.0,218000,0,0,0,0,0,0,0,0,0,0,1
2740,80.0,12048,5,1952,3,0,0,0.0,4,1488,1,3,7,1,569.0,135000,0,0,0,0,0,1,0,1,0,0,1
2560,89.0,10858,5,1952,3,3,2,1444.0,5,1624,1,3,6,1,240.0,146500,0,0,0,0,0,1,0,1,0,1,0
1716,61.0,7577,6,2005,4,4,3,1362.0,5,1362,2,4,6,1,460.0,194700,0,1,0,0,0,1,1,1,0,1,0
1130,62.0,7500,7,2007,4,4,1,1218.0,5,1218,2,4,6,0,462.0,230348,0,0,0,1,0,1,1,1,0,1,0
201,51.0,6120,6,1923,3,2,1,1124.0,3,1068,1,3,5,1,288.0,109500,0,0,0,0,0,0,0,1,0,0,0
2886,69.0,23580,6,1979,3,4,4,1625.0,3,1625,2,2,6,1,576.0,242500,0,0,0,1,0,1,0,1,0,0,0
2328,44.0,5306,7,1987,4,4,1,1064.0,4,1767,2,4,5,1,504.0,239000,1,0,0,1,0,1,1,0,1,0,0
2583,70.0,8092,6,1954,3,3,1,1050.0,5,1050,1,4,6,0,286.0,156000,0,0,0,0,0,1,0,1,0,0,1
1206,77.0,8593,4,1957,3,3,1,907.0,5,907,1,3,5,0,352.0,109008,0,0,0,0,0,0,0,1,0,0,0
2242,64.0,11067,2,1939,3,0,0,0.0,5,845,1,3,4,0,256.0,68104,0,0,0,0,0,0,0,0,0,0,0
1105,69.05520046484602,11929,8,1995,4,4,3,1242.0,5,2501,2,4,9,1,751.0,290000,0,0,1,0,0,1,1,0,1,0,1
121,90.0,9900,5,1966,3,4,1,1209.0,4,1209,1,3,6,0,504.0,159000,0,0,0,0,0,1,1,1,0,0,0
1223,50.0,4882,4,1937,3,3,1,348.0,3,906,1,3,5,0,231.0,87000,0,0,0,0,0,0,1,0,1,0,0
265,69.05520046484602,11423,8,2001,4,4,3,1581.0,5,1601,2,4,6,1,670.0,272000,0,0,0,1,0,1,1,1,0,0,1
2813,65.0,8772,7,2005,4,4,2,1336.0,5,1336,2,4,6,0,502.0,198000,0,0,0,1,0,1,1,1,0,0,0
1294,63.0,7628,4,1940,3,3,1,801.0,4,1656,2,3,8,0,440.0,119164,0,0,0,0,0,0,0,0,0,0,0
2745,77.0,8335,5,1954,3,0,0,0.0,4,1124,1,3,5,1,0.0,93000,0,0,0,0,0,0,0,1,0,0,0
1094,71.0,8220,7,2000,4,4,3,982.0,5,1892,2,3,8,1,431.0,226750,0,0,0,1,0,1,1,0,1,0,1
651,107.0,10615,3,1900,3,2,2,978.0,3,1699,2,3,7,0,420.0,95000,0,0,0,0,0,0,0,0,1,0,0
198,50.0,6000,6,1948,3,3,1,780.0,3,1416,1,3,6,0,312.0,139900,0,0,0,0,0,0,0,0,0,0,0
131,55.0,5350,3,1940,3,3,1,728.0,5,1306,1,2,6,0,0.0,76500,0,0,0,0,0,0,0,1,0,0,0
1258,60.0,5400,4,1940,4,3,1,672.0,4,672,1,3,4,0,308.0,86900,0,0,0,0,0,0,1,1,0,0,0
1599,69.05520046484602,17979,5,1968,3,3,1,1113.0,5,1160,1,4,6,0,257.0,152500,0,0,0,0,0,1,0,1,0,0,0
1508,68.0,9520,4,1953,3,4,1,911.0,3,930,1,3,5,0,286.0,99000,0,0,0,0,0,1,0,1,0,1,0
615,50.0,5330,4,1940,2,3,1,420.0,4,708,1,2,5,0,0.0,82500,0,0,0,0,0,0,0,1,0,0,0
1815,50.0,8012,6,1992,4,4,1,1575.0,4,1575,2,4,5,0,529.0,179200,0,0,0,1,0,1,1,1,0,0,0
2712,75.0,9000,5,1966,3,3,1,1059.0,4,1059,1,3,6,0,286.0,142500,0,0,0,0,0,1,0,1,0,0,0
2051,62.0,14299,4,1964,3,3,1,1005.0,3,1005,1,3,5,0,440.0,115400,0,0,0,0,0,0,0,1,0,0,0
1863,69.05520046484602,7050,7,2001,4,4,1,1057.0,5,1929,2,4,7,1,650.0,226000,0,0,0,1,0,1,1,0,1,0,0
2510,30.0,3180,7,2005,4,4,1,600.0,5,1200,2,4,4,0,480.0,144152,0,0,0,0,0,0,1,0,1,0,0
1069,112.0,16451,8,2003,4,5,4,1765.0,5,2690,2,4,9,1,795.0,370000,0,1,0,0,1,0,1,0,1,0,1
336,76.0,12887,5,1984,3,4,2,833.0,3,833,1,4,5,0,495.0,149900,0,0,0,0,0,1,0,1,0,0,0
2417,105.0,15578,6,2006,4,4,1,728.0,4,1456,2,3,8,0,429.0,172785,0,0,0,0,0,1,1,0,1,0,0
1962,60.0,7200,5,1950,3,3,1,864.0,4,864,1,4,5,0,720.0,129000,0,0,0,0,0,0,0,1,0,0,0
372,48.0,17043,6,1979,3,4,1,1362.0,3,1586,2,3,7,1,435.0,181000,0,0,0,0,0,1,0,1,0,0,0
2578,125.0,10000,5,1956,3,3,3,1058.0,5,1370,1,3,6,1,300.0,148000,0,0,0,0,0,0,0,0,0,0,1
2824,75.0,8050,6,2002,3,4,3,914.0,5,914,1,4,4,0,0.0,117250,0,0,0,1,0,0,1,1,0,0,0
471,43.0,3182,7,2005,4,4,3,1373.0,5,1555,2,4,7,1,430.0,192500,0,0,0,1,0,1,1,1,0,0,1
1544,24.0,1950,6,1980,3,4,1,716.0,3,1556,2,3,6,1,452.0,151000,0,0,0,0,0,1,0,0,1,0,0
2141,70.0,7700,5,1972,3,3,1,882.0,3,882,1,3,5,0,461.0,112500,0,0,0,0,0,0,0,1,0,0,0
2008,98.0,8731,5,1920,3,3,1,915.0,3,1167,1,3,6,1,495.0,144000,0,0,0,0,0,0,0,1,0,0,0
1075,89.0,8232,9,2007,5,5,1,1800.0,5,1800,2,5,6,1,944.0,370967,0,1,0,1,0,1,1,1,0,0,1
34,24.0,2280,6,1975,3,3,1,855.0,3,1456,2,4,6,1,440.0,149900,0,0,0,0,0,1,0,0,1,0,0
847,68.0,8935,7,2002,4,4,1,831.0,5,1660,2,4,7,0,493.0,195000,0,0,0,0,0,1,1,0,1,0,1
1629,69.05520046484602,9125,7,1992,3,4,1,384.0,4,1482,2,4,7,1,392.0,163900,0,0,0,0,0,1,1,0,0,0,1
2073,69.05520046484602,11075,6,1984,3,4,1,1190.0,5,1522,2,3,7,1,552.0,182000,0,0,0,0,0,1,1,1,0,0,1
960,113.0,13438,9,2008,5,5,4,2190.0,5,2036,2,5,9,1,780.0,410000,0,0,0,1,0,1,0,1,0,1,0
955,82.0,11070,5,1991,3,4,1,1582.0,3,1595,2,3,5,0,672.0,152000,0,0,0,0,0,0,1,1,0,0,0
2476,65.0,7800,7,2005,4,4,1,891.0,5,1686,2,4,8,0,462.0,184000,0,0,0,0,0,1,1,0,1,0,1
1590,78.0,7060,7,1997,3,4,4,1344.0,5,1344,2,3,8,0,784.0,206300,0,0,0,1,0,1,1,0,0,0,1
2913,69.05520046484602,11836,5,1970,3,3,1,1652.0,3,1652,2,3,8,0,928.0,146500,0,0,0,0,0,0,0,1,0,0,0
149,60.0,8382,4,1956,3,3,1,832.0,3,1337,1,3,5,0,263.0,108000,0,0,0,0,0,1,0,0,0,0,0
2525,102.0,10192,7,1968,3,3,1,570.0,4,1920,3,4,8,1,487.0,170000,0,0,0,0,0,1,0,0,0,0,1
1470,69.05520046484602,4426,6,2004,4,4,2,848.0,5,848,1,4,3,0,420.0,145000,0,0,0,1,0,1,1,1,0,0,1
412,24.0,2280,7,1975,3,4,1,1057.0,3,1055,2,3,4,1,440.0,123000,0,0,0,0,0,1,0,1,0,0,0
1399,69.05520046484602,2887,6,1996,3,4,2,1291.0,5,1291,1,4,6,1,431.0,173000,0,0,0,1,0,1,1,1,0,0,0
183,60.0,8520,6,1928,3,3,1,624.0,4,720,1,3,5,0,484.0,105900,0,0,0,0,0,0,0,1,0,0,0
974,21.0,1596,4,1973,3,4,4,462.0,3,988,1,3,5,0,297.0,91000,0,0,0,1,1,0,0,0,0,0,0
930,78.0,15600,5,1949,3,3,1,1067.0,2,1523,2,2,7,1,295.0,158000,0,0,0,0,0,1,0,0,0,0,0
881,65.0,9313,7,2004,4,4,1,864.0,5,1728,2,4,7,0,572.0,190000,0,0,0,0,0,1,1,0,1,0,0
1180,22.0,11064,8,1995,4,4,4,1230.0,5,1239,1,4,4,1,477.0,217500,0,0,0,0,0,1,1,1,0,0,0
1553,75.0,9000,5,1958,3,3,1,1151.0,4,1955,2,3,7,0,356.0,165500,0,0,0,0,0,1,0,0,0,0,1
928,75.0,12000,7,1941,3,3,1,704.0,5,1564,1,2,7,1,234.0,174500,0,0,0,0,0,1,0,0,1,0,0
1512,62.0,7692,4,1954,3,5,3,416.0,4,1204,1,3,6,0,312.0,100000,0,0,0,0,0,0,0,0,0,0,0
3,81.0,14267,6,1958,3,3,1,1329.0,3,1329,1,4,6,0,312.0,172000,0,0,0,0,0,1,0,1,0,0,1
2140,75.0,9675,5,1975,3,3,1,864.0,3,879,1,3,5,0,440.0,120000,0,0,0,0,0,1,0,1,0,0,0
553,60.0,8400,4,1950,2,3,1,721.0,4,841,1,3,4,0,294.0,82000,0,0,0,0,0,0,0,1,0,0,0
2594,50.0,7500,6,1947,3,3,1,784.0,5,1312,1,3,6,0,649.0,127000,0,0,0,0,0,0,0,0,0,0,0
1314,60.0,9600,6,1917,3,4,1,735.0,2,2058,1,3,8,1,396.0,129500,0,0,0,0,0,0,0,0,0,0,0
366,69.05520046484602,5814,8,1984,4,4,3,1220.0,4,1360,1,4,4,1,565.0,187500,1,0,0,1,0,1,0,1,0,0,0
1462,69.05520046484602,14860,8,2002,4,5,4,1778.0,5,1786,2,4,6,1,715.0,300000,0,0,0,1,0,1,1,1,0,0,1
2541,69.05520046484602,14803,6,1971,3,3,1,825.0,4,1993,2,3,8,1,495.0,190000,0,0,0,0,0,1,0,0,1,0,1
2088,50.0,7550,4,1920,2,3,1,951.0,2,1362,2,3,7,0,280.0,96000,0,0,0,0,0,0,0,0,0,0,0
527,65.0,8125,7,2006,4,4,1,1092.0,5,1550,2,4,7,0,438.0,241000,0,0,0,1,0,1,1,0,1,1,0
1824,40.0,13673,5,1962,3,3,1,1140.0,3,1696,1,3,8,1,349.0,143900,0,0,0,0,0,1,0,1,0,0,0
2918,21.0,1533,4,1970,3,3,1,546.0,3,1092,1,3,5,0,286.0,87550,0,0,0,0,0,0,0,0,1,0,0
49,61.0,7658,9,2005,5,5,1,1752.0,5,1752,2,5,6,1,576.0,319900,0,1,0,1,0,1,1,1,0,0,1
2332,63.0,12292,9,2006,4,5,4,1094.0,5,2473,2,4,11,1,675.0,356383,1,0,0,1,1,0,1,0,1,0,1
826,122.0,11923,9,2007,4,5,1,1800.0,5,1800,2,5,7,0,702.0,239000,0,0,0,0,0,1,1,1,0,0,0
1108,91.0,10010,7,1993,4,4,3,1080.0,5,2197,2,4,9,1,783.0,287500,0,0,1,0,0,1,1,0,1,0,1
2041,69.05520046484602,12358,5,1941,3,3,1,720.0,3,1382,1,3,7,0,660.0,128500,0,0,0,0,0,0,0,0,0,0,0
57,63.0,8577,7,2004,4,4,1,847.0,5,1733,2,4,7,1,433.0,185088,0,0,0,0,1,0,1,0,1,0,0
520,72.0,8640,7,2008,4,4,1,1402.0,5,1402,2,4,7,0,625.0,229800,0,0,0,0,0,1,1,1,0,0,0
2305,62.0,10447,5,1984,3,3,1,864.0,3,887,1,3,5,0,288.0,124500,0,0,0,0,0,1,0,1,0,0,0
2533,80.0,9600,5,1968,3,3,1,1051.0,4,1051,1,3,6,0,504.0,142000,0,0,0,0,0,1,0,1,0,0,0
2852,69.0,4899,6,1920,3,3,1,755.0,5,1510,1,3,6,0,216.0,149000,0,0,0,0,0,0,1,0,1,0,0
1198,87.0,9246,5,1973,3,3,1,1656.0,3,1656,2,3,8,0,506.0,135000,0,0,0,0,0,0,0,1,0,0,1
1681,69.05520046484602,4928,6,1976,3,4,1,1078.0,3,958,2,3,5,1,440.0,128000,0,0,0,0,0,1,0,1,0,0,0
1773,69.05520046484602,12692,8,1992,4,4,1,3200.0,5,3228,3,4,10,1,546.0,430000,0,0,1,1,0,1,1,1,0,0,0
1825,84.0,7476,5,1968,3,3,1,1040.0,3,1040,1,3,5,0,686.0,145000,0,0,0,0,0,0,0,1,0,0,0
2208,53.0,5362,5,1910,3,3,1,661.0,5,1250,2,3,8,1,552.0,139000,0,0,0,0,0,0,1,0,0,0,0
1646,78.0,12090,6,1984,3,4,1,585.0,5,1868,3,3,7,1,477.0,178000,0,0,0,0,1,0,0,0,0,0,1
1060,96.0,12539,10,2005,5,5,4,1620.0,5,2790,2,5,10,1,1150.0,460000,0,1,0,1,1,0,1,0,1,0,1
748,69.05520046484602,11888,6,1916,3,3,1,844.0,4,2134,2,4,10,0,441.0,214500,0,0,0,0,0,0,0,0,0,0,0
2846,69.05520046484602,7082,5,1916,3,3,2,686.0,4,1928,2,3,10,0,0.0,160000,0,0,0,0,0,0,1,0,1,0,0
493,69.05520046484602,8755,7,1999,4,4,1,992.0,5,2060,2,4,8,1,390.0,214000,0,0,0,0,1,0,1,0,1,0,1
694,68.0,4080,6,1935,3,3,1,901.0,4,1378,1,4,6,0,162.0,128900,0,0,0,0,0,0,1,0,0,0,0
2283,69.05520046484602,32463,4,1961,3,3,3,1249.0,5,1622,1,3,7,1,1356.0,168000,0,0,0,0,0,0,0,1,0,1,0
1800,112.0,12217,8,2007,4,5,3,955.0,5,1880,2,5,8,1,880.0,310013,0,0,0,1,0,1,1,0,1,0,0
1632,69.05520046484602,3696,8,1986,4,4,1,1074.0,5,1088,1,4,5,0,461.0,170000,1,0,0,0,0,1,0,1,0,0,0
2624,70.0,7560,5,1959,3,3,1,1040.0,3,1040,1,3,6,0,286.0,133700,0,0,0,0,0,1,0,1,0,0,0
2197,55.0,10592,6,1923,3,3,1,602.0,3,1502,1,4,7,2,180.0,165000,0,0,0,0,0,0,1,0,1,0,0
1045,21.0,1680,6,1971,3,3,1,483.0,3,987,1,3,5,0,264.0,89500,0,0,0,0,0,0,0,0,1,0,1
2549,75.0,10382,6,1958,3,3,4,588.0,3,1095,1,3,6,0,264.0,140000,0,0,0,0,0,1,0,0,0,0,1
2829,24.0,2522,7,2004,4,4,1,970.0,5,1709,2,4,7,0,380.0,134000,0,0,0,0,0,0,1,0,1,1,0
2480,70.0,9370,6,1992,4,4,1,836.0,5,1731,2,4,7,0,462.0,248500,0,0,0,0,0,1,1,0,1,0,0
2724,69.05520046484602,10246,4,1965,3,3,3,648.0,5,960,0,3,3,0,364.0,145000,0,0,0,1,0,1,0,0,0,0,0
2352,85.0,11475,6,1975,3,4,1,713.0,3,1552,2,3,6,1,434.0,179900,0,0,0,0,0,1,0,0,1,0,0
1783,75.0,9986,8,2006,4,5,3,1795.0,5,1795,2,4,7,1,895.0,147000,0,0,0,0,0,1,1,1,0,0,1
338,63.0,10475,5,1991,3,4,1,624.0,4,1274,1,3,6,0,576.0,136000,0,0,0,0,0,0,1,0,1,0,0
196,50.0,6000,6,1940,3,3,1,572.0,5,1196,1,3,6,2,576.0,128000,0,0,0,0,0,0,0,0,0,0,0
762,50.0,4280,4,1946,3,2,1,560.0,5,704,1,2,4,0,220.0,88750,0,0,0,0,0,0,0,1,0,0,0
151,119.0,10895,5,1955,3,3,1,972.0,3,972,1,3,5,0,305.0,122500,0,0,0,0,0,1,0,1,0,0,0
158,78.0,17503,6,1948,3,3,1,912.0,3,1458,1,3,6,1,330.0,97500,0,0,0,0,0,1,0,0,0,0,0
2572,109.0,9723,6,1963,3,3,1,1008.0,3,1008,1,3,5,0,430.0,135000,0,0,0,0,0,1,0,1,0,0,1
1686,90.0,11694,9,2007,5,5,3,1822.0,5,1828,2,4,9,1,774.0,314813,0,1,0,1,0,1,1,1,0,0,1
943,105.0,8470,3,1915,2,3,1,1013.0,3,1526,1,2,6,0,0.0,85000,0,0,0,0,0,0,0,0,0,0,0
735,50.0,6000,6,1937,4,3,1,698.0,3,1176,1,3,4,0,624.0,134900,0,0,0,0,0,0,0,0,0,0,0
2741,70.0,10519,5,1955,3,3,2,1057.0,4,1057,1,4,6,0,288.0,137000,0,0,0,0,0,1,0,1,0,1,0
1106,91.0,10437,8,1995,4,4,4,2109.0,5,2113,2,4,7,1,839.0,350000,0,0,1,1,0,1,1,1,0,0,1
2375,65.0,7514,5,1967,3,3,2,943.0,3,1387,1,3,6,1,300.0,145000,0,0,0,0,0,1,0,1,0,0,0
1701,118.0,13654,9,2005,4,5,4,1704.0,5,2758,2,5,9,1,814.0,418000,0,1,0,0,1,0,1,0,1,0,1
2657,48.0,5747,3,1920,3,3,1,798.0,4,840,1,2,5,0,250.0,64000,0,0,0,0,0,0,1,1,0,0,0
907,55.0,4500,5,1932,3,3,1,793.0,5,1520,1,3,6,0,281.0,159434,0,0,0,0,0,0,0,0,0,0,0
1777,91.0,11830,8,2007,4,4,1,1542.0,5,1542,2,4,6,1,852.0,260261,0,0,0,1,0,1,1,1,0,0,1
164,71.0,8520,5,1952,3,3,1,910.0,2,1385,2,3,6,0,720.0,166000,0,0,0,0,0,0,0,0,0,0,0
1973,66.0,6760,5,1962,3,3,3,896.0,3,936,1,3,6,1,288.0,130000,0,0,0,0,0,1,0,0,0,0,0
2857,51.0,6191,5,1941,3,2,1,824.0,3,1288,1,3,6,0,240.0,112000,0,0,0,0,0,0,0,0,0,0,0
1208,80.0,8700,5,1963,3,3,2,1120.0,4,1128,2,3,6,0,525.0,155000,0,0,0,0,0,1,0,1,0,0,1
319,92.0,12003,8,2009,4,5,1,774.0,5,1968,2,5,8,1,680.0,269500,0,0,0,0,1,0,1,0,1,0,1
2567,69.05520046484602,12700,6,1964,3,3,1,1246.0,3,1246,1,3,6,2,441.0,172000,0,0,0,0,0,1,0,0,0,0,0
2222,75.0,13125,7,1940,3,3,1,800.0,3,1740,1,3,6,2,240.0,219500,0,0,0,0,0,1,0,0,1,0,0
2493,69.05520046484602,8638,5,1963,3,3,1,925.0,4,925,1,3,5,0,484.0,133500,0,0,0,0,0,0,1,1,0,0,0
1757,76.0,9967,7,2000,3,4,1,384.0,5,1430,2,3,8,1,400.0,170000,0,0,0,0,1,0,1,0,0,0,0
184,60.0,9600,8,1900,4,3,1,930.0,3,1566,2,4,7,0,288.0,150000,0,0,0,0,0,0,0,0,1,0,0
1248,69.05520046484602,12774,5,1953,3,3,1,984.0,3,950,1,3,5,0,400.0,130000,0,0,0,0,0,0,1,1,0,0,0
2574,70.0,8163,5,1959,3,3,3,1144.0,3,1144,1,3,6,1,796.0,143000,0,0,0,0,0,1,0,0,0,0,1
1215,90.0,9900,5,1961,3,3,1,1114.0,3,1114,1,3,5,0,451.0,140000,0,0,0,0,0,1,0,1,0,0,0
1614,95.0,13651,7,1973,3,4,4,2223.0,5,2223,2,3,8,2,516.0,244000,0,0,0,0,0,1,0,1,0,0,1
2039,60.0,7200,5,1920,3,3,1,530.0,3,1111,1,2,6,0,288.0,101000,0,0,0,0,0,0,0,0,0,0,0
2669,65.0,9750,5,1958,3,3,1,960.0,5,960,1,3,5,0,624.0,125000,0,0,0,0,0,0,0,1,0,0,0
1005,73.0,11184,6,1998,3,4,1,932.0,4,1633,2,3,7,1,460.0,183000,0,0,0,0,0,1,1,0,1,0,0
753,92.0,5520,6,1912,3,3,1,755.0,5,2229,1,3,8,0,0.0,104000,0,0,0,0,0,0,0,0,0,0,0
1275,64.0,6390,6,1954,3,3,1,936.0,3,984,1,3,4,0,280.0,112500,0,0,0,0,0,0,0,0,0,0,0
2350,79.0,10240,6,1980,3,4,1,1686.0,3,1686,2,3,7,1,612.0,207500,0,0,0,0,0,1,0,1,0,0,1
2762,78.0,9316,7,2005,4,4,4,1614.0,5,1614,2,4,7,1,576.0,225000,0,0,0,1,0,1,1,1,0,0,1
2788,60.0,7200,5,1972,3,3,1,864.0,5,864,1,3,5,0,297.0,119900,0,0,0,0,0,0,0,1,0,0,0
2384,108.0,12228,7,2006,4,5,1,1721.0,5,1740,2,4,8,0,874.0,293000,0,1,0,0,0,1,1,1,0,1,0
2716,78.0,10335,5,1968,3,3,1,1461.0,4,1721,2,3,7,1,440.0,180000,0,0,0,0,0,1,0,1,0,0,0
313,69.05520046484602,12328,6,1976,3,3,3,1012.0,3,1034,1,3,6,0,888.0,169900,0,0,0,1,0,1,0,0,0,0,1
84,68.0,8930,6,1978,3,0,0,0.0,3,1902,2,3,8,0,539.0,112000,0,0,0,0,0,1,0,0,0,0,0
81,81.0,9672,6,1984,3,4,1,1040.0,3,1097,2,3,6,0,480.0,152000,0,0,0,1,0,1,1,1,0,0,0
2389,120.0,13975,9,2005,4,4,3,1090.0,5,2206,2,5,10,1,670.0,300000,0,1,0,0,1,0,1,0,1,0,1
280,94.0,7819,6,1976,3,3,3,1029.0,3,1117,1,3,6,1,672.0,107000,0,0,0,0,0,0,0,0,0,0,0
190,60.0,11340,4,1885,3,3,1,777.0,4,2290,2,3,11,0,560.0,122500,0,0,0,0,0,0,1,0,1,0,0
2371,21.0,1680,6,1972,3,3,1,483.0,3,948,1,3,5,0,264.0,89000,0,0,0,0,0,0,0,0,1,0,1
213,65.0,6001,6,1940,3,2,1,600.0,5,919,1,3,5,0,231.0,95000,0,0,0,0,0,0,0,0,0,0,0
1864,78.0,11700,6,1968,3,3,1,912.0,5,1152,1,3,7,0,412.0,143450,0,0,0,0,0,1,0,1,0,0,1
37,102.0,12858,9,2009,5,5,1,1590.0,5,2334,2,5,10,1,751.0,376162,0,1,0,0,0,1,1,0,1,1,0
146,73.0,9300,5,1960,3,3,1,1268.0,3,1264,1,3,6,2,461.0,167500,0,0,0,0,0,1,0,1,0,0,1
809,64.0,7018,5,1979,3,4,3,1086.0,3,1224,0,3,6,2,528.0,153337,0,0,0,1,0,0,0,0,0,1,0
767,54.0,6629,6,1925,3,3,1,672.0,3,1369,2,3,6,0,300.0,103600,0,0,0,0,0,0,0,0,1,0,0
262,75.0,10650,5,1976,3,3,3,894.0,3,894,1,3,5,0,308.0,128200,0,0,0,0,0,1,0,1,0,0,0
101,69.05520046484602,2117,6,2000,4,4,1,756.0,5,1573,2,4,5,0,440.0,177500,0,0,0,1,0,0,1,0,1,0,1
48,105.0,13650,8,2002,4,4,4,1671.0,5,2250,2,4,7,1,756.0,320000,0,1,0,1,0,1,1,0,1,0,1
